Video URL,Title,Description,Channel Title,Keyword Tags,Category,Topics,Published At,Duration,View Count,Comment Count,Captions Available,Caption File,Location
https://www.youtube.com/watch?v=N5YSbaUl9Y4,5 Little Ducks(Learn Colors Song) | Lalafun Nursery Rhymes & Kids Songs,"🦆🌈 Meet our 5 colorful ducks in their new duck house! Perfect for little babies to learn colors and sing along!

Lyrics:
yellow... red..blue... green... pink...
One...Two....Three...Four...Five
Five little ducks went swimming one day
Over the hills and far away,
Mother Duck said Quack, Quack, Quack, Quack
But only four little ducks came back.
One...Two...Three...Four

Verse 2

Four little ducks went swimming one day
Over the hills and far away,
Mother Duck said Quack, Quack, Quack, Quack
But only three little ducks came back.
One...Two...Three...

Verse 3 

three little ducks went swimming one day
Over the hills and far away,
Mother Duck said Quack, Quack, Quack, Quack
But only two little ducks came back.
One...Two....

Verse 4

Two little ducks went swimming one day
Over the hills and far away,
Mother Duck said Quack, Quack, Quack, Quack
But only one little duck came back.
One.....

Verse 5

One little duck went swimming one day
Over the hills and far away,
Mother Duck said Quack, Quack, Quack, Quack
But none of the five little ducks came back

Verse 6

Sad mother duck went swimming one day
Over the hills and far away,
Sad mother Duck said Quack, Quack, Quack, Quack
and then all five little ducks came back
yellow... red..blue... green... pink...

Hey there, little ones and grown-ups! Welcome to the super fun world of Lalafun! 🎈
We sing, dance, and giggle to lots of cool nursery rhymes. 🎶 Some you might know, and some are brand new just for you! 😄

Want to join the fun every week? Yay! Subscribe here: https://www.youtube.com/@lalafun-nurseryrhymes2902?sub_confirmation=1

Jump into our magical song adventures:

🌟 Good Manners Song | Don't Cry Baby - Lalafun Nursery Rhymes
https://youtu.be/emvMGJgMdQQ

🌟 Ten in the Bed | Newborn Baby Videos & Nursery Rhymes
https://youtu.be/TF9F2g7Otq0

🌟 Wheels on the Bus +Lalafun Nursery Rhymes & Kids Songs
https://youtu.be/kiUTil7BCFY

Come along and let's make every day a Lalafun day! 🌈💖

Copyright © Saratan Media Production LLC. All rights reserved.

#nurseryrhymes #lalafun #kidssongs #wheelsonthebus #abckidtv #forkids",Lalafun - Nursery Rhymes,"lalafun nursery rhymes, nursery rhymes, children songs, baby songs, kid songs, sing-along, sing-along songs, kids videos, kids animation, kids entertainment, kids education, preschool, kindergarten, toddler, jj, good manners, new kids songs, cocomelon genre song, 5 little ducks, five little ducks, five little ducks 3D, five little ducks song, little ducks song, ducks song, duck, colorful ducks, rainbow ducks, learn colors, learn colors with ducks, pond, mommy duck, duck house",10,https://en.wikipedia.org/wiki/Music,2024-02-20T11:17:12Z,PT2M46S,267980384,0,false,captions_kids\N5YSbaUl9Y4_captions.txt,N/A
https://www.youtube.com/watch?v=e_04ZrNroTo,Wheels on the Bus | @CoComelon Nursery Rhymes & Kids Songs,"Bounce along in the bus all over town with this favorite nursery rhyme!
https://www.youtube.com/c/Cocomelon?sub_confirmation=1

Lyrics: 

The wheels on the bus go round and round
Round and round
Round and round
The wheels on the bus go round and round
All through the town

The doors on the bus go open and shut
Open and shut
Open and shut
The doors on the bus go open and shut
All through the town

The wipers on the bus go swish, swish, swish
Swish, swish, swish
Swish, swish, swish
The wipers on the bus go swish, swish, swish
All through the town

The signals on the bus go blink, blink, blink
Blink, blink, blink
Blink, blink, blink
The signals on the bus go blink, blink, blink
All through the town

The horn on the bus goes beep, beep, beep
Beep, beep, beep
Beep, beep, beep
The horn on the bus goes beep, beep, beep
All through the town

The motor on the bus goes vroom, vroom vroom
Vroom, vroom, vroom
Vroom, vroom, vroom
The motor on the bus goes vroom, vroom, vroom
All through the town

The people on the bus go up and down
Up and down
Up and down
The people on the bus go up and down
All through the town

The babies on the bus go “Wah, wah, wah!”
“Wah, wah, wah!”
“Wah, wah, wah!” 
The babies on the bus go “Wah, wah, wah!”
All through the town

The mommies on the bus go “Shh, shh, shh!”
“Shh, shh, shh!”
“Shh, shh, shh!”
The mommies on the bus go “Shh, shh, shh!”
All through the town

The daddies on the bus go “I love you!”
“I love you!”
“I love you!”
The daddies on the bus go “I love you!”
All through the town

About Cocomelon:

Where kids can be happy and smart!

At Cocomelon, our goal is to help make learning a fun and enjoyable experience for kids by creating beautiful 3D animation, educational lyrics, and toe-tapping music. 

Kids will laugh, dance, sing, and play along with our videos, learning letters, numbers, animal sounds, colors, and much, much more while simply enjoying our friendly characters and fun stories.

We also make life easier for parents who want to keep their kids happily entertained, giving you the peace of mind that your children are receiving quality educational content.  Our videos also give you an opportunity to teach and play with your children as you both watch!

WEBSITE: http://www.Cocomelon.com
FACEBOOK: https://www.facebook.com/Cocomelonkids
INSTAGRAM: https://www.instagram.com/cocomelon_official/
TWITTER: https://www.twitter.com/Cocomelonkids


Copyright © Treasure Studio, Inc. All rights reserved.",Cocomelon - Nursery Rhymes,"preschool, toddler, children songs, abckidtv, sing-along songs, kindergarten, kids entertainment, kids education, sing-along, kids videos, kid songs, nursery rhymes, baby songs, JJ, kids animation, cocomelon",27,https://en.wikipedia.org/wiki/Music,2018-05-24T07:00:02Z,PT3M49S,6895607358,0,true,captions_kids\e_04ZrNroTo_captions.txt,N/A
https://www.youtube.com/watch?v=-_5dLLUbXNc,"Ek Mota Hathi Khelne Gaya, एक मोटा हाथी, Hindi Cartoon Song and Baby Videos","We have a nursery rhyme, song, video or game for every occasion here at Kids Rhymes. With home to many cartoon 2D and 3D characters, we are a preschooler's best friend. A school away from school we make our videos not just to please the toddler but also to educate him/her with new concepts, skills, and ideas. We take kindergarten a step further with an in-depth understanding of a preschoolers comprehension, cognitive development, motor skills, language acquisition,  executive functions, self-concept, identity development and moral values.

Visit our website http://www.uspdigital.co/ for more  Children’s  Nursery Rhymes & Kids Videos



#hindi #poem #hindiRhyme #hindikavita #kidspoem #inhindi #nurseryrhymes  #kidssongs #hindi #hindirhymes #hindipoems #babysongs #poems  #kavita #inhindi #india #hindibalgeet #balgeet #gaane #kahaniya  #hindikahani #hindistories #childrensong #kidssongs #videoforkids  #rhyme #nurseryrhyme  #nimbookids #nimbookidsindia #india



============================================
Music and Lyrics: Copyright USP Digital™
Video: Copyright USP Digital™
============================================",Nimboo Kids - Cartoon Videos for Children,"ek mota hathi khelne gaya, nimboo kids, एक मोटा हाथी, ek mota hathi, ek mota hathi poem, ek mota hathi rhyme, ek mota hathi song, hathi song, elephant song, hindi rhymes, hindi songs, best rhymes, cartoon videos, nursery rhymes, kids education, हाथी राजा, बंदर मामा, हाथी दादा, मैं तोता, चिड़िया रानी, hindi nursery rhymes, hathi raja, bandar mama, chal mere ghode, hathi dada, aloo kachaloo, aloo bola, main tota, kalu madari, chanda mama, chuhiya rani, chidiya rani",10,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Film, https://en.wikipedia.org/wiki/Music_of_Asia",2024-06-08T11:30:00Z,PT12M36S,169323221,0,false,No English captions available,N/A
https://www.youtube.com/watch?v=jz8g1ONWIEU,🔴 LIVEㅣBest Bebefinn Nursery Rhymes for KidsㅣGood Morning Song and Baby Shark,"Subscribe and watch full version of the songs uploaded every week.
★ YouTube Channel: https://www.youtube.com/channel/UC-cY4X2sLECUhishGNiyofQ?sub_confirmation=1

☀️Good Morning! Bebefinn Healthy Habit Songs Playlist
https://www.youtube.com/watch?v=kuDzMR6k4R4&list=PLsNBVaY0LV8QBdt7tzKRp5J-UkYymcQYY&index=1


----
Follow us on Social Media for new updates and free promotions.
★ App (Baby Shark Best Kids Songs & Stories) https://fong.kr/119/09
🎁 Visit our Official Store : https://fong.kr/10826/
★ Website:  https://www.pinkfong.com
★ TikTok :https://www.tiktok.com/@bebefinn_official?
★ Instagram: https://www.instagram.com/bebefinn.official/
★ Twitter: https://twitter.com/pinkfong_usa

#Bebefinn #BebefinnNurseryrhymes #BebefinnBabyShark
Copyright © 2023 The Pinkfong Company, Inc.  All Rights Reserved.",Bebefinn - Nursery Rhymes & Kids Songs,"pinkfong, family, kids, children, toddlers, babies, preschoolers, preschool, education, educational, videos, kids education, education for children, preschool learning, videos for kids, kids videos, kids animation, songs, songs for kids, songs for children, kids game, nursery rhymes, baby shark, baby shark dance, baby shark song, baby shark challenge, baby shark sing along, baby shark sing and dance, learn english, baby song, sing along, baby, doo doo doo, bebefinn, family song",24,https://en.wikipedia.org/wiki/Music,2024-12-23T08:04:28Z,P0D,216138,0,false,No English captions available,N/A
https://www.youtube.com/watch?v=MgfXm3nC1TA,"Color Balls & Sing a Song! | Wheels On the Bus, Ten in the Bed | Baby Nursery Rhymes & Kids Songs","Color Balls & Sing a Song! | Wheels On the Bus, Ten in the Bed | Baby Nursery Rhymes & Kids Songs

five little ducks, animal figer family,baby shark, train song for kids,Wheels On The Bus,abc song,children songs,bus,kids songs,kids education,kids song,kids tv,kindergarten,kids videos,nursery rhymes,round and round,wheels on the bus,wheel on the bus,the wheels on the bus go round and round song,songs for kids,baby shark,,Old Macdonald,Old MacDonald Had A Farm Animal sounds Song,loolookids,old macdonald, lalafun nurseryr hymes, детские песенки, песни для детей, para ninos


#kidssongs #kidsvideo #cartoon #kidssongs #babysongs #nurseryrhymes #kooxatoys #kidsrhymes",Kooxa Toys,,10,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Film",2024-07-19T06:21:10Z,PT16M12S,41176462,0,false,captions_kids\MgfXm3nC1TA_captions.txt,N/A
https://www.youtube.com/watch?v=amTmnnqQf_E,One Two Three | Learn Number | With Slide | Youtube Kids | NuNu Tv Nursery Rhymes  #kindergartensong,"Subscribe For New Kids Songs Every Week ►►
https://www.youtube.com/c/NuNuTVNurseryRhymes?sub_confirmation=1

#NuNuTv #NurseryRhymes #KidsSongs #BabySongs #ChildrenSongs #Rhymes #kidsvideos

Popular Preschool Nursery Song for kids:

Finger Family: https://www.youtube.com/watch?v=TiGGX_ndz9c

Rain Rain Go Away: https://www.youtube.com/watch?v=vIF6IKm00zk

Baby Shark: https://www.youtube.com/watch?v=2KpggiN6BOQ

Head Shoulders Knees & Toes: https://www.youtube.com/watch?v=qoSmI6W7lYc

Three Little Pigs: https://www.youtube.com/watch?v=arJBWbLecCg

Five Little Monkeys: https://www.youtube.com/watch?v=yTCGfk-a20s

Ten In The Bed: https://www.youtube.com/watch?v=3DFu5YgZ7EI

Wheels On The Bus: https://www.youtube.com/watch?v=1F5mrD5huvg

Abc Phonics Song: https://www.youtube.com/watch?v=aTPZO1k-3OA

One Two Buckle My Shoe: https://www.youtube.com/watch?v=3Ef_hInl4Kg

#kidSong #Songforkids #Singalong #SongsForBabies #toddlerSongs #kidscartoon 

NuNu Tv Nursery Rhymes ►

At NuNu Tv, Our main goal is to produce entertaining and educational 3D animated video kid's songs that make preschool moments relatable and fun for families. These videos help preschoolers learn important concepts such as letters, numbers, animal sounds, colours, and more.

Our colourful animations and catchy songs showcase the common experiences of young children in their everyday lives. Our kids songs pass on prosocial life lessons, providing parents with an opportunity to teach and play with their children as they watch along.

We create songs for kids age six months to two years.

NuNu Tv - where Kids can learn and enjoy.

#PreschoolSong #NurserySong #KindergartenSong #KidsEducation #kidsEntertainment

Follow us on Social Media:
Facebook: https://www.facebook.com/nunutvrhymes
Instagram: https://www.instagram.com/nunutvrhymes
Twitter: https://twitter.com/nunutvrhymes

Copyright Sprout Studios Private Limited. All Rights Reserved.",NuNu Tv - Nursery Rhymes ,"nunu tv, nursery rhymes, kids songs, baby songs, rhymes, songs for kids, children songs, nursery rhymes for babies, kids tv, baby tv, toddler songs, preschool songs, cocomelon, chuchu tv, bebefinn, cartoons for kids, cartoon, kids cartoons, sing along, videos for kids, kids music, nursery rhymes tv, nunu tv nursery rhymes",10,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Film",2023-12-06T12:30:00Z,PT11S,1190056488,0,false,captions_kids\amTmnnqQf_E_captions.txt,N/A
https://www.youtube.com/watch?v=_bEeW9lZpiI,🔴LIVE | Robot Hotel | Police Chase | Funny Cartoons for Kids | Dr.Antel | Sheriff Labrador | BabyBus,"Enjoy watching BabyBus songs and cartoons! 💕 👶 💕
1、Nursery Rhymes & Kids Cartoon (All!!) | Kiki and Miumiu | Baby Shark | Fire Truck | Top Playlist - Nursery Rhymes & Kids Songs by BabyBus： https://www.youtube.com/playlist?list=PLPA49Pz3BAxMDFKmtvn9MlPUKmEz2q1D1
2、BabyBus New Cartoon Series | Yummy Foods 🍔 🍟 🍦 🍩 🍹 | Donut and Cupcake | BabyBus：https://www.youtube.com/playlist?list=PLPA49Pz3BAxOAFxETj88BEflIf_d9Xb5p
3、BabyBus | Car Songs 🚓 🚑 🚒 | Cars for Kids, Super Train | Vehicles for Kids：https://www.youtube.com/playlist?list=PLPA49Pz3BAxOIhEYyGI-sPPqImVqshmjU

BabyBus has released four best albums for kids! Best Car Songs, Best Food Songs, Super Rescue Team, and Classics for Kids! 
All the music is available on Spotify, Apple Music, and more!
（🎵） Spotify: https://spoti.fi/3wRHZsr
（🍎）Apple Music:  https://apple.co/3wT2jtp 

#kidssongs #funnykidssong #kidscartoon #babycartoon #cartoonforkids #nurseryrhymes #forkids #kidsvideos #childrensongs #babysongs #kidssong #songsforkids  #singalong  #kidsvideos 
—————BabyBus—————
At BabyBus, our goal is to make learning a fun and imaginative experience for kids aged 2 - 6 by creating classic nursery rhymes, kid songs, and stories with 2D & 3D animations. 

In the BabyBus world, KiKi, Miumiu, and their friends inspire kids to experience true friendship, care, creativity, and imagination in a fun and smart way. Through our songs and animations, kids around the world can learn about colors, letters, life skills, good habits, safety tips, and more in a fun and educational way.

In the eyes of Kiki and Miumiu, all things are alive: you can talk to animals, you can make friends with vehicles... All the activities can be enjoyed, you can experience different occupations, you can go everywhere... All the unknowns are interesting: what will be in space? Are there aliens on earth?... Join Kiki and Miumiu for the exploration of this world together!

Copyright ©BABYBUS CO.Ltd All Rights Reserved.",BabyBus - Kids Songs and Cartoons,"babybus, cartoon, baby cartoons, baby, baby cartoon, for kids, cartoons, cartoon for kids, kids cartoon, police cartoon, funny cartoon, kids stories, police officer, sheriff labrador, safety cartoon, safety tips, kids safety tips, vlad and niki, Sheriff, Educational, ABCs, Good Habits, Safety Tips, Educational Cartoons for Kids, Good Manners, Educational Videos, Learn Alphabet, kids diana show, Robo-Antel X, Funny Cartoons for Kids, Robot Hotel, Police Chase, Dr.Antel Cartoon",27,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Film, https://en.wikipedia.org/wiki/Humour",2024-12-23T01:07:02Z,P0D,116274,0,false,No English captions available,N/A
https://www.youtube.com/watch?v=3R-1fM3CZNo,The good kid- Sierra shares with Rhia- Sharing is caring lesson ❤️👍 #shorts,,Sierra & Rhia FAM,,24,https://en.wikipedia.org/wiki/Lifestyle_(sociology),2024-10-27T06:31:00Z,PT24S,74339288,0,false,captions_kids\3R-1fM3CZNo_captions.txt,N/A
https://www.youtube.com/watch?v=S84fHUZdOGs,Chris and Magic Faucet Adventure - Kids toy stories,"Chris and Magic Faucet Adventure - Kids toy stories

00:00 Chris and Magic Faucet Adventure - Kids toy stories
05:44 Chris is preparing for Alice's Birthday
10:05 Chris and Alice Let’s Buckle Up Stories
14:41 Chris and Mom Giant Box Fort Maze Challenge
20:07 Chris and Mom in Box Fort Maze Challenge
25:37 Chris and Michael build a Tree House with zipline

Please Subscribe!",Chris kids show,"chris, vlad and niki, kids, kids playing, video for kids, toys, kids toys, kids stories, learn, for kids, fun, family, magic, candy, adventure, kids adventures",24,"https://en.wikipedia.org/wiki/Hobby, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",2024-12-07T10:00:33Z,PT31M11S,4441905,0,false,captions_kids\S84fHUZdOGs_captions.txt,N/A
https://www.youtube.com/watch?v=gNn_UJBM6i0,Kids Learning Good Habits 👍,,BabyBillion Preschool,,24,"https://en.wikipedia.org/wiki/Hobby, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",2024-10-04T11:30:33Z,PT33S,111795009,0,false,No English captions available,N/A
